model,img_size,top1,top1_err,top5,top5_err,param_count,crop_pct,interpolation
convnext_small.fb_in22k_ft_in1k,288,75.54,24.46,93.2,6.8,50.22,1.0,bicubic
vit_large_patch16_rope_224.naver_in1k,224,75.54,24.46,92.23,7.77,304.17,0.9,bicubic
tf_efficientnet_b4.ns_jft_in1k,380,75.53,24.47,92.85,7.15,19.34,0.922,bicubic
inception_next_base.sail_in1k_384,384,75.52,24.48,92.53,7.47,86.67,1.0,bicubic
regnety_320.swag_lc_in1k,224,75.52,24.48,93.79,6.21,145.05,0.965,bicubic
hrnet_w48_ssld.paddle_in1k,288,75.51,24.49,92.85,7.15,77.47,1.0,bilinear
nextvit_base.bd_ssld_6m_in1k,224,75.5,24.5,93.17,6.83,44.82,0.95,bicubic
resnext101_32x8d.fb_swsl_ig1b_ft_in1k,224,75.47,24.53,92.69,7.31,88.79,0.875,bilinear
volo_d2_224.sail_in1k,224,75.47,24.53,92.47,7.53,58.68,0.96,bicubic
regnetz_e8.ra3_in1k,320,75.46,24.54,92.55,7.45,57.7,1.0,bicubic
dm_nfnet_f5.dm_in1k,544,75.43,24.57,92.77,7.23,377.21,0.954,bicubic
